PARENT_3_CATEGORY,PARENT_4_CATEGORY,PARENT_5_CATEGORY,COUNT_LISTINGS
Drug Discovery & Development,Drug Development,Biologic Fingerprinting,4
Drug Discovery & Development,Drug Development,Biopharmaceutical Characterization,127
Drug Discovery & Development,Drug Development,Biopharmaceutical Consulting,3
Drug Discovery & Development,Drug Development,Biopharmaceutical Development,7
Drug Discovery & Development,Drug Development,Bisphosphonate Studies,6
Drug Discovery & Development,Drug Development,CAR-T Cell Therapy Development,2
Drug Discovery & Development,Drug Development,Drug Product Characterization,1463
Drug Discovery & Development,Drug Development,Drug Repositioning,6
Drug Discovery & Development,Drug Development,Immunotherapy Screening,10
Drug Discovery & Development,Drug Development,Ophthalmic Drug Development,51
Drug Discovery & Development,Drug Development,Pharmaceutical Product Development Consulting,13
Drug Discovery & Development,Drug Development,Targeted Drug Delivery Systems,206
Drug Discovery & Development,Drug Development,Therapeutic Monoclonal Antibody (mAb) Development,245
Drug Discovery & Development,Drug Discovery,Antibody-Drug Conjugate (ADC) Discovery,689
Drug Discovery & Development,Drug Discovery,Compound Libraries,2669
Drug Discovery & Development,Drug Discovery,Computational Drug Discovery,2
Drug Discovery & Development,Drug Discovery,Hit Identification,852
Drug Discovery & Development,Drug Discovery,Lead Identification and Validation,895
Drug Discovery & Development,Drug Discovery,Medicinal Chemistry,1539
Drug Discovery & Development,Drug Discovery,Natural Products,128
Drug Discovery & Development,Drug Discovery,Product Safety Services,57
Drug Discovery & Development,Drug Discovery,Vaccines,118
Drug Discovery & Development,Drug Discovery,,4
Drug Discovery & Development,Pharmacology & Toxicology,Pharmacology,42340
Drug Discovery & Development,Pharmacology & Toxicology,Toxicology,17598
Drug Discovery & Development,Pharmacology & Toxicology,,165
Drug Discovery & Development,,,12
Educational Services,Life Science Training Courses,Advanced Variant Calling Optimization: An Interactive Web Course,1
Educational Services,Life Science Training Courses,Automation Method Installation and Testing,1
Educational Services,Life Science Training Courses,CE FAS On-Site Training (1 day at customer site),1
Educational Services,Life Science Training Courses,CytoScan Dx FAS On-Site Training,12
Educational Services,Life Science Training Courses,CytoScan FAS On-Site Training,2
Educational Services,Life Science Training Courses,DMET Plus Training - GCS3000,30
Educational Services,Life Science Training Courses,FAS Microplate Reader On-Site Training (1 day),7
Educational Services,Life Science Training Courses,FAS Sample Prep On-Site Training (1 day),8
Educational Services,Life Science Training Courses,FLO-103: Flow Cytometry FAS On-Site Training (1 Day),26
Educational Services,Life Science Training Courses,FLO-504: Acoustic Flow Cytometry Consulting (hourly),3
Educational Services,Life Science Training Courses,Hands-On Application Training for CE (1 Day at customer site),3
Educational Services,Life Science Training Courses,MB-101: Molecular Biology Basics for PCR Applications (2 days),37
Educational Services,Life Science Training Courses,MB-205: Introduction to CRISPR-Cas9 Genome Editing - Design to Analysis (4 days),13
Educational Services,Life Science Training Courses,NGS-228: Ion DNA Library Preparation Training (1 day),66
Educational Services,Life Science Training Courses,NGS-229: Ion DNA Library Preparation Training (1 day at customer site),1090
Educational Services,Life Science Training Courses,NGS-232: Ion RNA Library Prep Training (2.5 Days),70
Educational Services,Life Science Training Courses,NGS-235: Ion Data Analysis Essentials (2 days),22
Educational Services,Life Science Training Courses,Oncology CAC On-Site Training (1 day),2
Educational Services,Life Science Training Courses,Oncology CAC Training Center Training (1 day),1
Educational Services,Life Science Training Courses,Online CE FAS Training/Consulting (hourly),1
Educational Services,Life Science Training Courses,Online FAS Microplate Reader Training/Consulting,5
Educational Services,Life Science Training Courses,QuantStudio DX Certification Training,2
Educational Services,Life Science Training Courses,QuantStudio12K OpenArray Advanced Training,6
Educational Services,Life Science Training Courses,RT-112: FAS On-Site Training (1/2 day at customer site),35
Educational Services,Life Science Training Courses,RT-113: FAS On-Site Training (1 day at customer site),17
Educational Services,Life Science Training Courses,RT-232: Pharmacogenomics (PGx) Workflow Training (3 days at customer site),43
Educational Services,Life Science Training Courses,RT-404: 7500 FAST DX Certification (1.5 days at customer site),21
Educational Services,Life Science Training Courses,RT-504: Online qPCR FAS Training/Consulting (hourly online),3
Educational Services,Life Science Training Courses,SNP 6 Training - GCS3000,12
Educational Services,Life Science Training Courses,"TRN, CytoScan XON, 2DAY, CS",93
Educational Services,Life Science Training Courses,"TRN, CytoScan XON, 4DAY, CS",126
Educational Services,Life Science Training Courses,,4
Educational Services,Training Courses & Systems,Imaging Training,1
Educational Services,Training Courses & Systems,Internet Reactor Laboratory,47
Educational Services,Training Courses & Systems,Safety Training,13
Educational Services,Training Courses & Systems,Tutoring and Curriculum Development,1
Educational Services,,,18
Engineering and Fabrication,Acoustics,Acoustic Floor and Ceiling Procedures,20
Engineering and Fabrication,Acoustics,Acoustic Survey & Sound Pressure Level Measurements,10
Engineering and Fabrication,Acoustics,Acoustical Field Testing and Engineering,2
Engineering and Fabrication,Acoustics,Anechoic Chamber Testing,30
Engineering and Fabrication,Acoustics,Sound Absorption Measurement,2
Engineering and Fabrication,Acoustics,Sound Power Procedures,10
Engineering and Fabrication,Acoustics,Sound Power Test and Rating,7
Engineering and Fabrication,Acoustics,,40
Engineering and Fabrication,Aerospace Engineering,Aerospace Component Design,17
Engineering and Fabrication,Aerospace Engineering,Aerospace Component Manufacturing,5
Engineering and Fabrication,Aerospace Engineering,Aerospace Component Sourcing,1
Engineering and Fabrication,Aerospace Engineering,Aerospace Propulsion Systems,21
Engineering and Fabrication,Aerospace Engineering,Aerospace Testing Services,11
Engineering and Fabrication,Aerospace Engineering,Air Traffic Management Solutions,1
Engineering and Fabrication,Aerospace Engineering,Airbag Deployment Testing,20
Engineering and Fabrication,Aerospace Engineering,Aircraft Design,74
Engineering and Fabrication,Aerospace Engineering,Aircraft Flight Control Systems,4
Engineering and Fabrication,Aerospace Engineering,Aircraft Interior Design and Refurbishment,31
Engineering and Fabrication,Aerospace Engineering,Aircraft MRO Services,7
Engineering and Fabrication,Aerospace Engineering,Aircraft Maintenance Software,2
Engineering and Fabrication,Aerospace Engineering,Avionics,24
Engineering and Fabrication,Aerospace Engineering,Event Data Recorders,24
Engineering and Fabrication,Aerospace Engineering,FAA Certification Support,1
Engineering and Fabrication,Aerospace Engineering,Field Wind Tunnel Testing,1
Engineering and Fabrication,Aerospace Engineering,Ground Support Equipment,619
Engineering and Fabrication,Aerospace Engineering,Hydropneumatic Systems,35
Engineering and Fabrication,Aerospace Engineering,Orbital Launch Systems,7
Engineering and Fabrication,Aerospace Engineering,Satellite Design,5
Engineering and Fabrication,Aerospace Engineering,Space Payload Delivery,17
Engineering and Fabrication,Aerospace Engineering,Wind Tunnel Models,2
Engineering and Fabrication,Aerospace Engineering,,1
Engineering and Fabrication,Ammunition Handling Systems,,280
Engineering and Fabrication,Defense Engineering,RPG Protection,5
Engineering and Fabrication,Defense Engineering,Surveillance and Navigation,48
Engineering and Fabrication,Device Development,Antenna Design,4
Engineering and Fabrication,Device Development,Component Programming,9
Engineering and Fabrication,Device Development,Device Assembly,116
Engineering and Fabrication,Device Development,Device Characterization,59
Engineering and Fabrication,Device Development,Device Design,49
Engineering and Fabrication,Device Development,Device Power Supplies,194
Engineering and Fabrication,Device Development,Device Prototyping,14
Engineering and Fabrication,Device Development,Device Testing,44
Engineering and Fabrication,Device Development,Electrochemical Sensor Design,87
Engineering and Fabrication,Device Development,Hardware Enclosures,227
Engineering and Fabrication,Device Development,Instrumentation Mounts,82
Engineering and Fabrication,Device Development,MEMS Sensors,33
Engineering and Fabrication,Device Development,Mechanical Prototyping,35
Engineering and Fabrication,Device Development,Microfluidic Actuation Systems,20
Engineering and Fabrication,Device Development,Microfluidic Device Design and Fabrication,154
Engineering and Fabrication,Device Development,Microwave Technology Design,4
Engineering and Fabrication,Device Development,Millimeter Wave Detector Design and Testing,1
Engineering and Fabrication,Device Development,Motion Sensors,15
Engineering and Fabrication,Device Development,Programmable Controllers,11
Engineering and Fabrication,Device Development,Remote Data Acquisition Systems,9
Engineering and Fabrication,Device Development,Remote Terminal Unit (RTU) Devices,17
Engineering and Fabrication,Device Development,Robotics Engineering,10
Engineering and Fabrication,Device Development,Semiconductor Device Prototyping,2
Engineering and Fabrication,Device Development,Sensor Design,48
Engineering and Fabrication,Device Development,Sensor Modules,320
Engineering and Fabrication,Device Development,Temperature Sensor Assemblies,267
Engineering and Fabrication,Device Development,Wireless Sensor Networks,4
Engineering and Fabrication,Device Development,,5
Engineering and Fabrication,Electronics,Batteries,485
Engineering and Fabrication,Electronics,Cable and Wire Harness Assemblies,100
Engineering and Fabrication,Electronics,Custom Epitaxial Wafers,29
Engineering and Fabrication,Electronics,Electrical Connectors,855
Engineering and Fabrication,Electronics,Electrical Testing and Characterization Services,387
Engineering and Fabrication,Electronics,Electromagnetic Environmental Effects (E3) Testing,6
Engineering and Fabrication,Electronics,Electromechanical Assemblies,148
Engineering and Fabrication,Electronics,Electronic Component Sourcing,2
Engineering and Fabrication,Electronics,Electronic Inspection and Testing,8
Engineering and Fabrication,Electronics,Electronic Manufacturing,209
Engineering and Fabrication,Electronics,Memory Modules,9
Engineering and Fabrication,Electronics,Optics and Photonics,283
Engineering and Fabrication,Electronics,Printed Circuit Assemblies/Boards (PCA/PCB),12
Engineering and Fabrication,Electronics,Printed Electronics,508
Engineering and Fabrication,Electronics,Signal Processing,1
Engineering and Fabrication,Electronics,Smart Grid Development,1
Engineering and Fabrication,Electronics,,125
Engineering and Fabrication,Engine Remote Control Systems,,2
Engineering and Fabrication,Fabrication and Materials Processing Services,3D Printing/Additive Manufacturing,797
Engineering and Fabrication,Fabrication and Materials Processing Services,Anatomical Modeling,39
Engineering and Fabrication,Fabrication and Materials Processing Services,Anodization,3
Engineering and Fabrication,Fabrication and Materials Processing Services,Atomization,2
Engineering and Fabrication,Fabrication and Materials Processing Services,Automation Consulting,2
Engineering and Fabrication,Fabrication and Materials Processing Services,Bionano Device Fabrication,15
Engineering and Fabrication,Fabrication and Materials Processing Services,Calcination,12
Engineering and Fabrication,Fabrication and Materials Processing Services,Controlled Atmosphere Fabrication,42
Engineering and Fabrication,Fabrication and Materials Processing Services,Cooling,156
Engineering and Fabrication,Fabrication and Materials Processing Services,Cryogenic Deflashing,4
Engineering and Fabrication,Fabrication and Materials Processing Services,Cryogenic Grinding,133
Engineering and Fabrication,Fabrication and Materials Processing Services,Custom Painting,29
Engineering and Fabrication,Fabrication and Materials Processing Services,Deposition,940
Engineering and Fabrication,Fabrication and Materials Processing Services,Die Casting/Molding,84
Engineering and Fabrication,Fabrication and Materials Processing Services,Drying,65
Engineering and Fabrication,Fabrication and Materials Processing Services,Electroplating,133
Engineering and Fabrication,Fabrication and Materials Processing Services,Electrospinning,17
Engineering and Fabrication,Fabrication and Materials Processing Services,Etching,25
Engineering and Fabrication,Fabrication and Materials Processing Services,Flip-Chip Bonding,18
Engineering and Fabrication,Fabrication and Materials Processing Services,Fluid Bed Processing,23
Engineering and Fabrication,Fabrication and Materials Processing Services,Glass Blowing,18
Engineering and Fabrication,Fabrication and Materials Processing Services,Grinding,116
Engineering and Fabrication,Fabrication and Materials Processing Services,Heat Treatment,146
Engineering and Fabrication,Fabrication and Materials Processing Services,High Magnetic Field Processing,8
Engineering and Fabrication,Fabrication and Materials Processing Services,High Temperature Furnace Processing,494
Engineering and Fabrication,Fabrication and Materials Processing Services,Hot Embossing,123
Engineering and Fabrication,Fabrication and Materials Processing Services,Injection Molding,40
Engineering and Fabrication,Fabrication and Materials Processing Services,Laser Ablation,1
Engineering and Fabrication,Fabrication and Materials Processing Services,Lithium Niobate Device Fabrication,52
Engineering and Fabrication,Fabrication and Materials Processing Services,Lithography,166
Engineering and Fabrication,Fabrication and Materials Processing Services,Machining,980
Engineering and Fabrication,Fabrication and Materials Processing Services,Melting,3
Engineering and Fabrication,Fabrication and Materials Processing Services,Metal Plating,88
Engineering and Fabrication,Fabrication and Materials Processing Services,Metallizing,1
Engineering and Fabrication,Fabrication and Materials Processing Services,Metalworking,595
Engineering and Fabrication,Fabrication and Materials Processing Services,Microfabrication Services,31
Engineering and Fabrication,Fabrication and Materials Processing Services,Micromolding,66
Engineering and Fabrication,Fabrication and Materials Processing Services,Micronization,7
Engineering and Fabrication,Fabrication and Materials Processing Services,Microwave Processing,5
Engineering and Fabrication,Fabrication and Materials Processing Services,NanoMIPs,47
Engineering and Fabrication,Fabrication and Materials Processing Services,Nanofabrication,40
Engineering and Fabrication,Fabrication and Materials Processing Services,Non-Contact Piezoelectric Printing,26
Engineering and Fabrication,Fabrication and Materials Processing Services,Organic Device Fabrication,51
Engineering and Fabrication,Fabrication and Materials Processing Services,Pad Printing,442
Engineering and Fabrication,Fabrication and Materials Processing Services,Particle Engineering,7
Engineering and Fabrication,Fabrication and Materials Processing Services,Plasma Nitriding,17
Engineering and Fabrication,Fabrication and Materials Processing Services,Plastic Compounding,185
Engineering and Fabrication,Fabrication and Materials Processing Services,Plastic Fabrication,269
Engineering and Fabrication,Fabrication and Materials Processing Services,Polymer Processing,116
Engineering and Fabrication,Fabrication and Materials Processing Services,Protective Film Development,100
Engineering and Fabrication,Fabrication and Materials Processing Services,Rapid Prototyping,47
Engineering and Fabrication,Fabrication and Materials Processing Services,Rapid Thermal Annealing,2
Engineering and Fabrication,Fabrication and Materials Processing Services,Reel to Reel Printing,52
Engineering and Fabrication,Fabrication and Materials Processing Services,Room Temperature Vulcanizing (RTV) Molding/Urethane Castings,20
Engineering and Fabrication,Fabrication and Materials Processing Services,Sheet Metal Fabrication,507
Engineering and Fabrication,Fabrication and Materials Processing Services,Soldering,7
Engineering and Fabrication,Fabrication and Materials Processing Services,Spray Pattern Testing,23
Engineering and Fabrication,Fabrication and Materials Processing Services,Sputtering,3
Engineering and Fabrication,Fabrication and Materials Processing Services,Surface Coating,557
Engineering and Fabrication,Fabrication and Materials Processing Services,Surface Delayering,2
Engineering and Fabrication,Fabrication and Materials Processing Services,Surface Engineering,30
Engineering and Fabrication,Fabrication and Materials Processing Services,Surface Finishing,222
Engineering and Fabrication,Fabrication and Materials Processing Services,Thermal Oxidation,9
Engineering and Fabrication,Fabrication and Materials Processing Services,Thermoforming,31
Engineering and Fabrication,Fabrication and Materials Processing Services,Tube and Duct Assemblies,354
Engineering and Fabrication,Fabrication and Materials Processing Services,Welding,62
Engineering and Fabrication,Fabrication and Materials Processing Services,Wire Fabrication,620
Engineering and Fabrication,Fabrication and Materials Processing Services,,3
Engineering and Fabrication,Product Engineering,Design for Manufacturing/Assembly (DFM/DFA),15
Engineering and Fabrication,Product Engineering,Digital Design and Manufacturing,6
Engineering and Fabrication,Product Engineering,Ergonomic Design Services,4733
Engineering and Fabrication,Product Engineering,Front End Engineering Design,1
Engineering and Fabrication,Product Engineering,Mechanical/Machinery Design,460
Engineering and Fabrication,Product Engineering,Piping Design and Engineering,312
Engineering and Fabrication,Product Engineering,Reverse Engineering,4
Engineering and Fabrication,Product Engineering,Structural Analysis and Design,246
Engineering and Fabrication,Rebar Fabrication,,156
Engineering and Fabrication,Thermal Engineering,Thermal Control System Design,33
Engineering and Fabrication,Thermal Engineering,Thermal Protection Systems,795
Engineering and Fabrication,,,236
Environmental Science,Ecology and Biodiversity Studies,Biological Surveys,1
Environmental Science,Ecotoxicity Testing,Aquatic Toxicity Testing,202
Environmental Science,Ecotoxicity Testing,Terrestrial Toxicity Testing,336
Environmental Science,Ecotoxicity Testing,,1
Environmental Science,Environmental Services,Accelerated Environmental Exposure Testing,4
Environmental Science,Environmental Services,Air Quality Monitoring,14
Environmental Science,Environmental Services,Area Protection Products,909
Environmental Science,Environmental Services,Biodegradation Studies,49
Environmental Science,Environmental Services,Bioremediation Technologies,5
Environmental Science,Environmental Services,Chemical Disposal Services,146
Environmental Science,Environmental Services,Environmental Abatement Products,8
Environmental Science,Environmental Services,Environmental Contaminant Measurement,72
Environmental Science,Environmental Services,Environmental Health and Safety Consulting,2
Environmental Science,Environmental Services,Environmental Testing,27
Environmental Science,Environmental Services,Hazardous Waste Analysis & Testing,88
Environmental Science,Environmental Services,Hazardous Waste Management,68
Environmental Science,Environmental Services,Health-Based Exposure Limit (HBEL) Calculation,15
Environmental Science,Environmental Services,Human Health Risk Assessment,20
Environmental Science,Environmental Services,Occupational Exposure Limit (OEL) Monographs,36
Environmental Science,Environmental Services,Occupational Health Categorization,1
Environmental Science,Environmental Services,Proposition 65 Compliance Testing,19
Environmental Science,Environmental Services,Waste Characterization,96
Environmental Science,Environmental Services,Waste Management,54
Environmental Science,Environmental Services,Wastewater Treatment,84
Environmental Science,Environmental Services,Water Quality Monitoring,13
Environmental Science,Environmental Services,Water Treatment Consulting,24
Environmental Science,Environmental Services,Zero Waste to Landfill Strategy,2
Environmental Science,,,4
Food Products and Services,Food Ingredients,Artificial Sweeteners,64
Food Products and Services,Food Ingredients,Food and Feed Enzymes,37
Food Products and Services,Food Ingredients,Microbial Food and Feed Cultures,71
Food Products and Services,Food Ingredients,Natural Sweeteners,33
Food Products and Services,Food Ingredients,,309
Food Products and Services,Food Processing & Handling Solutions,Food Chilling and Freezing Solutions,148
Food Products and Services,Food Product Development,Food Preservation,11
Food Products and Services,Food Product Development,Nutritional Product Development,12
Food Products and Services,Food Product Development,Sensory Evaluation,5
Food Products and Services,Food Product Development,Taste Optimization,1
Food Products and Services,Food Product Domains,Meat and Poultry Products,40
Food Products and Services,Food Product Domains,Nutrition Database,14
Food Products and Services,Food Product Domains,Pet Food Testing,3
Food Products and Services,Food Safety,Food Ingredient Monitoring,35
Food Products and Services,Food Safety,Food Regulatory Services,5
Food Products and Services,Food Safety,Food and Beverage Labeling,43
Food Products and Services,Food Safety,Foodborne Illness Complaint Investigation,13
Food Products and Services,Food Safety Testing,Acrylamide Analysis in Food,79
Food Products and Services,Food Safety Testing,Food Allergen Testing and Control,60
Food Products and Services,Food Safety Testing,Food Contaminant Analysis,50
Food Products and Services,Food Safety Testing,,49
Food Products and Services,Food Testing and Analytical Services,Fats and Oils Analysis,43
Food Products and Services,Food Testing and Analytical Services,Flavor and Fragrance Analysis,22
Food Products and Services,Food Testing and Analytical Services,In vitro Protein Digestibility Determination,74
Food Products and Services,Food Testing and Analytical Services,Meat Speciation,1
Food Products and Services,Food Testing and Analytical Services,Mycotoxin Testing,5
Food Products and Services,Food Testing and Analytical Services,Nutritional Analysis,27
Food Products and Services,Food Testing and Analytical Services,Organic Food Testing,25
Food Products and Services,Food Testing and Analytical Services,Species Identification of Seafood,2
Food Products and Services,,,3
Formulation Services,Controlled Release Systems,,27
Formulation Services,Dosage Form Development,,101
Formulation Services,Dose Delivery Testing,,546
Formulation Services,Drug Delivery Systems,Inhalation Product Development,34
Formulation Services,Drug Delivery Systems,Liposome Formulation,51
Formulation Services,Drug Delivery Systems,Microencapsulation,102
Formulation Services,Drug Delivery Systems,Taste Masking,1
Formulation Services,Drug Delivery Systems,Transdermal/Transmucosal Drug Delivery Systems,21
Formulation Services,Drug Delivery Systems,,60
Formulation Services,Drug Formulation Evaluation,Biopharmaceutical Formulation,507
Formulation Services,Drug Formulation Evaluation,Cosmetic and Personal Care Product Formulation,587
Formulation Services,Drug Formulation Evaluation,Drug-Excipient Compatibility Studies,13
Formulation Services,Drug Formulation Evaluation,Ophthalmic Formulation Development,124
Formulation Services,Drug Formulation Evaluation,Protein Formulation,427
Formulation Services,Drug Formulation Evaluation,Salt Screening,416
Formulation Services,Drug Formulation Evaluation,Solid Dosage Formulation,700
Formulation Services,Drug Formulation Evaluation,Solid Form Screening,9
Formulation Services,Drug Formulation Evaluation,,695
Formulation Services,Drug Preformulation,,7
Formulation Services,Lyophilization,,14
Formulation Services,Non-Pharmaceutical Formulation,Chemical Product Formulation,50686
Formulation Services,Non-Pharmaceutical Formulation,Pesticide Formulation,178
Formulation Services,Non-Pharmaceutical Formulation,Topical Formulation,134
Formulation Services,Parenteral Formulation Development,,1
Formulation Services,Pharmaceutical Formulation,,843
Formulation Services,Pharmaceutical Freeze Drying,,163
Formulation Services,Probiotic Formulation,,949
Formulation Services,Softgel Formulation,,348
Formulation Services,Spray Drying,,44
Formulation Services,Sterile Compounding,,397
Formulation Services,,,30
Geological Sciences,Geological Science & Energy,Alternative Fuels,33
Geological Sciences,Geological Science & Energy,Chronological Dating Methods,95
Geological Sciences,Geological Science & Energy,Geochemistry,1090
Geological Sciences,Geological Science & Energy,Geographic Analysis,1
Geological Sciences,Geological Science & Energy,Geophysics,71
Geological Sciences,Geological Science & Energy,Oil and Gas,217
Geological Sciences,Geological Science & Energy,Petrology and Mineralogy,122
Geological Sciences,Geological Science & Energy,Physical Geological Analysis,254
Geological Sciences,Geological Science & Energy,Renewable Energy Research,1
Geological Sciences,Geological Science & Energy,"Sedimentology, Stratigraphy and Paleontology",62
Geological Sciences,Geological Science & Energy,Structural Geology,35
Geological Sciences,Physical Geography,Climatological Services,6
Geological Sciences,Physical Geography,Hydrology,52
Geological Sciences,Physical Geography,Meteorology,2
Geological Sciences,Physical Geography,Natural Hazard Monitoring,4
Geological Sciences,,,2
Health Economics and Outcomes Research (HEOR),Economic Modeling,Budget Impact Models,1
Health Economics and Outcomes Research (HEOR),Economic Modeling,,1
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,Cost Consequence Analysis,5
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,Cost Effectiveness Analysis,7
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,Cost Minimization Analysis,2
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,Cost Utility Analysis,8
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,Cost of Illness Analysis,81
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,Statistical Analysis,31
Health Economics and Outcomes Research (HEOR),Evidence Synthesis,,4
Health Economics and Outcomes Research (HEOR),Observational Studies,Disease Specific Program (DSP),25
Health Economics and Outcomes Research (HEOR),Observational Studies,Electronic Chart Abstraction,40
Health Economics and Outcomes Research (HEOR),Observational Studies,Medical Chart Review,35
Health Economics and Outcomes Research (HEOR),Prospective Studies without Site Enrolling,"Discrete Choice Experiment, Double-blinded Survey, Patient Preference Surveys",3
Health Economics and Outcomes Research (HEOR),Prospective Studies without Site Enrolling,Patient Registries,7
Health Economics and Outcomes Research (HEOR),Prospective Studies without Site Enrolling,,260
Health Economics and Outcomes Research (HEOR),Value Communication,HEOR Publications,2
Health Economics and Outcomes Research (HEOR),Value Communication,HTA Responses & Submissions,5
Health Economics and Outcomes Research (HEOR),Value Communication,Scientific Manuscript Editing HEOR,1
Imaging & Spectroscopy,3D Vasculature Imaging,,8
Imaging & Spectroscopy,Image Analysis,CT Image Analysis,1
Imaging & Spectroscopy,Image Analysis,Empix Imaging Analysis,1
Imaging & Spectroscopy,Image Analysis,HALO Image Analysis,12
Imaging & Spectroscopy,Image Analysis,Image Acquisition and Slide Digitization,2
Imaging & Spectroscopy,Image Analysis,Inovision Imaging Analysis,1
Imaging & Spectroscopy,Image Analysis,Multidimensional Imaging,1
Imaging & Spectroscopy,Image Analysis,NMR Data Analysis,50
Imaging & Spectroscopy,Image Analysis,Olympus Image Analysis,1
Imaging & Spectroscopy,Image Analysis,Stereology,3
Imaging & Spectroscopy,Imaging Technology Platforms,,14
Imaging & Spectroscopy,Microscopy,Digital Microscopy,2
Imaging & Spectroscopy,Microscopy,Electron Microscopy,14837
Imaging & Spectroscopy,Microscopy,Hot Stage Microscopy,15
Imaging & Spectroscopy,Microscopy,Ion Beam Microscopy,2
Imaging & Spectroscopy,Microscopy,Microautoradiography,4
Imaging & Spectroscopy,Microscopy,Microscope Components,146
Imaging & Spectroscopy,Microscopy,Microscopic Analysis,2
Imaging & Spectroscopy,Microscopy,Microscopy Consulting,356
Imaging & Spectroscopy,Microscopy,Microscopy Technical Support,59
Imaging & Spectroscopy,Microscopy,Microscopy Training,45
Imaging & Spectroscopy,Microscopy,Nano-Imaging,4
Imaging & Spectroscopy,Microscopy,Optical Microscopy,1345
Imaging & Spectroscopy,Microscopy,SHG/TPE Microscopy,7
Imaging & Spectroscopy,Microscopy,Scanning Probe Microscopy,146
Imaging & Spectroscopy,Microscopy,Total Internal Reflection Microscopy,2
Imaging & Spectroscopy,Microscopy,Ultrasound Tomography,1
Imaging & Spectroscopy,Microscopy,,35
Imaging & Spectroscopy,Narrow-Band High-Resolution Imaging,Luminescence Imaging,12
Imaging & Spectroscopy,Narrow-Band High-Resolution Imaging,Thermal Imaging,41
Imaging & Spectroscopy,Narrow-Band High-Resolution Imaging,,1
Imaging & Spectroscopy,Phantom Imaging,,4
Imaging & Spectroscopy,Pharmaco-Imaging,,1
Imaging & Spectroscopy,Photography,Custom Scientific Photography,3
Imaging & Spectroscopy,Photography,Macrophotography,2
Imaging & Spectroscopy,Photography,Microphotography,2
Imaging & Spectroscopy,Photography,Monochrome Camera Imaging,24
Imaging & Spectroscopy,Photography,,13
Imaging & Spectroscopy,Radiography,Nuclear Imaging,36
Imaging & Spectroscopy,Radiography,Phase Contrast X-Ray Imaging,1
Imaging & Spectroscopy,Radiography,Quantitative Whole Body Autoradiography (QWBA),5
Imaging & Spectroscopy,Radiography,Receptor Autoradiography,5
Imaging & Spectroscopy,Radiography,Tomography Services,34
Imaging & Spectroscopy,Radiography,X-Ray Imaging,23
Imaging & Spectroscopy,Radiography,,3
Imaging & Spectroscopy,Spectroscopy,AAS,33
Imaging & Spectroscopy,Spectroscopy,Alpha Particle Spectroscopy,1
Imaging & Spectroscopy,Spectroscopy,Atomic Emission Spectroscopy,99
Imaging & Spectroscopy,Spectroscopy,Bioelectrical Impedance Spectroscopy,3
Imaging & Spectroscopy,Spectroscopy,Broadband Transient Absorption Spectroscopy,4
Imaging & Spectroscopy,Spectroscopy,CD Spectroscopy,89
Imaging & Spectroscopy,Spectroscopy,Circular Dichroism,11
Imaging & Spectroscopy,Spectroscopy,Electrochemical Impedance Spectroscopy,6
Imaging & Spectroscopy,Spectroscopy,Electron Spin Resonance Spectroscopy,15
Imaging & Spectroscopy,Spectroscopy,Flame Photometry,72
Imaging & Spectroscopy,Spectroscopy,Fluorescence Spectroscopy,1321
Imaging & Spectroscopy,Spectroscopy,Image Correlation Spectroscopy,1
Imaging & Spectroscopy,Spectroscopy,Infrared Spectroscopy Services,143
Imaging & Spectroscopy,Spectroscopy,Interferometry,7
Imaging & Spectroscopy,Spectroscopy,Low Energy X-ray Emission Spectrometry (LEXES),10
Imaging & Spectroscopy,Spectroscopy,Luminometry,52
Imaging & Spectroscopy,Spectroscopy,MALDI Tissue Imaging,1
Imaging & Spectroscopy,Spectroscopy,MXRF,2
Imaging & Spectroscopy,Spectroscopy,Mass Spectrometry,5969
Imaging & Spectroscopy,Spectroscopy,Micro FT-IR Analysis,10
Imaging & Spectroscopy,Spectroscopy,Microspectroscopy,1
Imaging & Spectroscopy,Spectroscopy,NMR,190
Imaging & Spectroscopy,Spectroscopy,Optical Waveguide Lightmode Spectroscopy,1
Imaging & Spectroscopy,Spectroscopy,Positron Annihilation Spectroscopy,1
Imaging & Spectroscopy,Spectroscopy,Raman Spectroscopy,1
Imaging & Spectroscopy,Spectroscopy,SSNMR,12
Imaging & Spectroscopy,Spectroscopy,Scattering Techniques,30
Imaging & Spectroscopy,Spectroscopy,Spectrophotometry,278
Imaging & Spectroscopy,Spectroscopy,Spectroscopic Data Processing and Interpretation,4
Imaging & Spectroscopy,Spectroscopy,Spectroscopy Consulting,1
Imaging & Spectroscopy,Spectroscopy,Stopped Flow Spectroscopy,4
Imaging & Spectroscopy,Spectroscopy,Surface Enhanced Raman Spectroscopy (SERS),18
Imaging & Spectroscopy,Spectroscopy,X-ray Photoelectron Spectrometry,33
Imaging & Spectroscopy,Spectroscopy,XRF,11
Imaging & Spectroscopy,Spectroscopy,,17
Imaging & Spectroscopy,,,2
Laboratory Equipment and Facility Management Services,Clean Room Equipment And Supplies,,86
